variavel,importancia
educ_superior_pct,0.2510568041537612
internet_pop_pct,0.2429964262339585
pib_pc_ppc,0.18484738908563053
ptf_relativa,0.1461229766228281
gerd_pib_pct,0.11738472484008676
complexidade_economica,0.04522980702346252
agricultura_pib_pct,0.005949077188886381
gini,0.0030438975158234714
manufatura_pib_pct,0.001961745788565986
export_tech_pct,0.0014071515469965224
